lastName,firstName,UID,state,party,district
Morrison,Sid,M000999,Washington,Republican,4
Morrison,Bruce,M000992,Connecticut,Democratic,3
Morgan,Thomas,M000958,Pennsylvania,Democratic,22
Morella,Constance,M000941,Maryland,Republican,8
Moran,James,M000933,Virginia,Democratic,8
Moorhead,William,M000930,Pennsylvania,Democratic,14
Moorhead,Carlos,M000926,California,Republican,27
Moore,W.,M000923,Louisiana,Republican,6
Moody,Jim,M000881,Wisconsin,Democratic,5
Montgomery,G.,M000865,Mississippi,Democratic,3
Monson,David,M000860,Utah,Republican,2
Mollohan,Robert,M000845,West Virginia,Democratic,1
Mollohan,Alan,M000844,West Virginia,Democratic,1
Molinari,Susan,M000843,New York,Republican,13
Molinari,Guy,M000842,New York,Republican,14
Moffett,Toby,M000839,Connecticut,Democratic,6
Moakley,John,M000834,Massachusetts,Democratic,9
Mizell,Wilmer,M000833,North Carolina,Republican,5
Mitchell,Parren,M000826,Maryland,Democratic,7
Mitchell,Donald,M000808,New York,Republican,31
Minshall,William,M000799,Ohio,Republican,23
Mink,Patsy,M000797,Hawaii,Democratic,2
Minish,Joseph,M000796,New Jersey,Democratic,11
Minge,David,M000795,Minnesota,Democratic,2
Mineta,Norman,M000794,California,Democratic,15
Mills,William,M000779,Maryland,Republican,1
Mills,Wilbur,M000778,Arkansas,Democratic,2
Miller,John,M000736,Washington,Republican,1
Miller,George,M000725,California,Democratic,11
Miller,Dan,M000720,Florida,Republican,13
Miller,Clarence,M000718,Ohio,Republican,10
Millender-McDonald,Juanita,M000714,California,Democratic,37
Milford,Dale,M000708,Texas,Democratic,24
Mikva,Abner,M000703,Illinois,Democratic,10
Mikulski,Barbara,M000702,Maryland,Democratic,
Michel,Robert,M000692,Illinois,Republican,18
Mica,John,M000689,Florida,Republican,7
Mica,Daniel,M000688,Florida,Democratic,14
Margolies-Mezvinsky,Marjorie,M000129,Pennsylvania,Democratic,13
Mezvinsky,Edward,M000686,Iowa,Democratic,1
Meyner,Helen,M000685,New Jersey,Democratic,13
Meyers,Jan,M000684,Kansas,Republican,3
Metcalfe,Ralph,M000675,Illinois,Democratic,1
Metcalf,Jack,M000669,Washington,Republican,2
Melcher,John,M000635,Montana,Democratic,
Meek,Carrie,M000628,Florida,Democratic,17
Meeds,Lloyd,M000626,Washington,Democratic,2
McSpadden,Clem,M000603,Oklahoma,Democratic,2
McNulty,Michael,M000590,New York,Democratic,21
McNulty,James,M000589,Arizona,Democratic,5
McMillen,Thomas,M000573,Maryland,Democratic,4
McKinney,Stewart,M000527,Connecticut,Republican,4
McKinney,Cynthia,M000523,Georgia,Democratic,4
McKernan,John,M000512,Maine,Republican,1
McKeon,Howard,M000508,California,Republican,25
McKay,K.,M000490,Utah,Democratic,1
McIntosh,David,M000481,Indiana,Republican,2
McInnis,Scott,M000477,Colorado,Republican,3
McHugh,Matthew,M000473,New York,Democratic,28
McHale,Paul,M000466,Pennsylvania,Democratic,15
McGrath,Raymond,M000458,New York,Republican,5
McFall,John,M000436,California,Democratic,14
McEwen,Robert,M000433,New York,Republican,30
McEwen,Bob,M000432,Ohio,Republican,6
McDonald,Lawrence,M000413,Georgia,Democratic,7
McDermott,Jim,M000404,Washington,Democratic,7
McDade,Joseph,M000399,Pennsylvania,Republican,10
McCurdy,Dave,M000398,Oklahoma,Democratic,4
McCrery,Jim,M000388,Louisiana,Republican,4
McCormack,Mike,M000365,Washington,Democratic,4
McCollum,Bill,M000350,Florida,Republican,8
McCollister,John,M000349,Nebraska,Republican,2
McCloskey,Frank,M000342,Indiana,Democratic,8
McClory,Robert,M000340,Illinois,Republican,13
McCarthy,Karen,M000316,Missouri,Democratic,5
McCandless,Alfred,M000306,California,Republican,44
McCain,John,M000303,Arizona,Republican,
Mazzoli,Romano,M000291,Kentucky,Democratic,3
Mayne,Wiley,M000286,Iowa,Republican,6
Mavroules,Nicholas,M000264,Massachusetts,Democratic,6
Mattox,James,M000260,Texas,Democratic,5
Matsunaga,Spark,M000250,Hawaii,Democratic,
Matsui,Robert,M000249,California,Democratic,5
Mathis,Dawson,M000244,Georgia,Democratic,2
Mathias,Robert,M000242,California,Republican,18
Mascara,Frank,M000212,Pennsylvania,Democratic,20
Martini,William,M000207,New Jersey,Republican,8
Martinez,Matthew,M000206,California,Republican,31
Martin,Lynn,M000195,Illinois,Republican,16
Martin,James,M000183,North Carolina,Republican,9
Martin,David,M000175,Nebraska,Republican,3
Martin,David,M000174,New York,Republican,26
Marriott,David,M000143,Utah,Republican,2
Marlenee,Ron,M000139,Montana,Republican,2
Marks,Marc,M000136,Pennsylvania,Republican,24
Maraziti,Joseph,M000121,New Jersey,Republican,13
Manzullo,Donald,M001138,Illinois,Republican,16
Manton,Thomas,M000117,New York,Democratic,7
Mann,James,M000105,South Carolina,Democratic,4
Mann,David,M000100,Ohio,Democratic,1
Mallary,Richard,M000078,Vermont,Republican,
Mailliard,William,M000070,California,Republican,6
Mahon,George,M000065,Texas,Democratic,19
Maguire,Andrew,M000058,New Jersey,Democratic,7
Madigan,Edward,M000041,Illinois,Republican,15
Madden,Ray,M000039,Indiana,Democratic,1
Mack,"Connie,",M000019,Florida,Republican,
Machtley,Ronald,M000015,Rhode Island,Republican,1
Macdonald,Torbert,M000005,Massachusetts,Democratic,7
Luther,Bill,L000521,Minnesota,Democratic,6
Lungren,Daniel,L000517,California,Republican,3
Lundine,Stanley,L000516,New York,Democratic,34
Lukens,Donald,L000509,Ohio,Republican,8
Luken,Charles,L000507,Ohio,Democratic,1
Luken,Thomas,L000508,Ohio,Democratic,1
Lujan,"Manuel,",L000506,New Mexico,Republican,1
Lowry,Mike,L000486,Washington,Democratic,7
Lowery,Bill,L000479,California,Republican,41
Lott,Trent,L000447,Mississippi,Republican,
Longley,James,L000431,Maine,Republican,1
Long,Jill,L000420,Indiana,Democratic,4
Talmadge,Herman,T000035,Georgia,Democratic,
Taft,"Robert,",T000010,Ohio,Republican,
Symington,Stuart,S001136,Missouri,Democratic,
Stone,Richard,S000962,Florida,Democratic,
Stewart,Donald,S000907,Alabama,Democratic,
Stevenson,Adlai,S000890,Illinois,Democratic,
Stevens,Ted,S000888,Alaska,Republican,
Stennis,John,S000852,Mississippi,Democratic,
Stafford,Robert,S000776,Vermont,Republican,
Specter,Arlen,S000709,Pennsylvania,Democratic,
Sparkman,John,S000701,Alabama,Democratic,
Seymour,John,S000269,California,Republican,
Scott,William,S000189,Virginia,Republican,
Scott,Hugh,S000174,Pennsylvania,Republican,
Schweiker,Richard,S000159,Pennsylvania,Republican,
Schmitt,Harrison,S000132,New Mexico,Republican,
Saxbe,William,S000096,Ohio,Republican,
Sanford,Terry,S000055,North Carolina,Democratic,
Rudman,Warren,R000497,New Hampshire,Republican,
Roth Jr.,William,R000460,Delaware,Republican,
Rockefeller,John,R000361,West Virginia,Democratic,
Robb,Charles,R000295,Virginia,Democratic,
Ribicoff,Abraham,R000191,Connecticut,Democratic,
Randolph,Jennings,R000046,West Virginia,Democratic,
Proxmire,William,P000553,Wisconsin,Democratic,
Percy,Charles,P000222,Illinois,Republican,
Pell,Claiborne,P000193,Rhode Island,Democratic,
Pearson,James,P000166,Kansas,Republican,
Pastore,John,P000100,Rhode Island,Democratic,
Packwood,Bob,P000009,Oregon,Republican,
Nunn,Sam,N000171,Georgia,Democratic,
Nickles,Don,N000102,Oklahoma,Republican,
Nelson,Gaylord,N000033,Wisconsin,Democratic,
Muskie,Edmund,M001121,Maine,Democratic,
Murkowski,Frank,M001085,Alaska,Republican,
Moynihan,Daniel,M001054,New York,Democratic,
Moss,Frank,M001033,Utah,Democratic,
Moseley-Braun,Carol,M001025,Illinois,Democratic,
Morgan,Robert,M000956,North Carolina,Democratic,
Montoya,Joseph,M000876,New Mexico,Democratic,
Mondale,Walter,M000851,Minnesota,Democratic,
Mitchell,George,M000811,Maine,Democratic,
Metzenbaum,Howard,M000678,Ohio,Democratic,
Metcalf,Lee,M000671,Montana,Democratic,
McIntyre,Thomas,M000486,New Hampshire,Democratic,
McGovern,George,M000452,South Dakota,Democratic,
McGee,Gale,M000445,Wyoming,Democratic,
McClure,James,M000346,Idaho,Republican,
McClellan,John,M000332,Arkansas,Democratic,
Mattingly,Mack,M000257,Georgia,Republican,
Mathias,Charles,M000241,Maryland,Republican,
Mathews,Harlan,M000236,Tennessee,Democratic,
Mansfield,Mike,M000113,Montana,Democratic,
Magnuson,Warren,M000053,Washington,Democratic,
Lugar,Richard,L000504,Indiana,Republican,
Long,Russell,L000428,Louisiana,Democratic,
Levin,Carl,L000261,Michigan,Democratic,
Laxalt,Paul,L000148,Nevada,Republican,
Lautenberg,Frank,L000123,New Jersey,Democratic,
Kerry,John,K000148,Massachusetts,Democratic,
Kerrey,J.,K000146,Nebraska,Democratic,
Kennedy,Edward,K000105,Massachusetts,Democratic,
Kempthorne,Dirk,K000088,Idaho,Republican,
Kassebaum,Nancy,K000017,Kansas,Republican,
Karnes,David,K000011,Nebraska,Republican,
Jepsen,Roger,J000101,Iowa,Republican,
Javits,Jacob,J000064,New York,Republican,
Jackson,Henry,J000013,Washington,Democratic,
Inouye,Daniel,I000025,Hawaii,Democratic,
Hutchison,Kay,H001016,Texas,Republican,
Humphrey,Muriel,H000956,Minnesota,Democratic,
Humphrey,Hubert,H000953,Minnesota,Democratic,
Humphrey,Gordon,H000951,New Hampshire,Republican,
Hughes,Harold,H000922,Iowa,Democratic,
Huddleston,Walter,H000905,Kentucky,Democratic,
Hruska,Roman,H000875,Nebraska,Republican,
Hollings,Ernest,H000725,South Carolina,Democratic,
Hodges,"Kaneaster,",H000675,Arkansas,Democratic,
Helms,Jesse,H000463,North Carolina,Republican,
Heflin,Howell,H000445,Alabama,Democratic,
Hecht,Chic,H000439,Nevada,Republican,
Hayakawa,Samuel,H000384,California,Republican,
Hawkins,Paula,H000374,Florida,Republican,
Hathaway,William,H000346,Maine,Democratic,
Hatfield,Paul,H000344,Montana,Democratic,
Hatfield,Mark,H000343,Oregon,Republican,
Hatch,Orrin,H000338,Utah,Republican,
Haskell,Floyd,H000317,Colorado,Democratic,
Hartke,Vance,H000297,Indiana,Democratic,
Hart,Philip,H000291,Michigan,Democratic,
Hart,Gary,H000287,Colorado,Democratic,
Hansen,Clifford,H000170,Wyoming,Republican,
Gurney,Edward,G000531,Florida,Republican,
Griffin,Robert,G000465,Michigan,Republican,
Gravel,Mike,G000388,Alaska,Democratic,
Gorton,Slade,G000333,Washington,Republican,
Goldwater,Barry,G000267,Arizona,Republican,
Glenn,John,G000236,Ohio,Democratic,
Garn,E.,G000072,Utah,Republican,
Fulbright,James,F000401,Arkansas,Democratic,
Frist,William,F000439,Tennessee,Republican,
Frahm,Sheila,F000438,Kansas,Republican,
Ford,Wendell,F000268,Kentucky,Democratic,
Fong,Hiram,F000245,Hawaii,Republican,
Feingold,Russell,F000061,Wisconsin,Democratic,
Fannin,Paul,F000013,Arizona,Republican,
Exon,J.,E000284,Nebraska,Democratic,
Ervin,Sam,E000211,North Carolina,Democratic,
Eastland,James,E000018,Mississippi,Democratic,
East,John,E000017,North Carolina,Republican,
Eagleton,Thomas,E000004,Missouri,Democratic,
Durkin,John,D000574,New Hampshire,Democratic,
Dominick,Peter,D000409,Colorado,Republican,
Domenici,Pete,D000407,New Mexico,Republican,
Dole,Robert,D000401,Kansas,Republican,
Dixon,Alan,D000366,Illinois,Democratic,
Denton,Jeremiah,D000259,Alabama,Republican,
DeConcini,Dennis,D000185,Arizona,Democratic,
Danforth,John,D000030,Missouri,Republican,
D'Amato,Alfonse,D000018,New York,Republican,
Curtis,Carl,C001006,Nebraska,Republican,
Cranston,Alan,C000877,California,Democratic,
Coverdell,Paul,C000813,Georgia,Republican,
Conrad,Kent,C000705,North Dakota,Democratic,
Nix,Robert,N000113,Pennsylvania,Democratic,2
Nielson,Howard,N000106,Utah,Republican,3
Nichols,Dick,N000094,Kansas,Republican,5
Nichols,Bill,N000095,Alabama,Democratic,3
Ney,Robert,N000081,Ohio,Republican,18
Neumann,Mark,N000054,Wisconsin,Republican,1
Cochran,Thad,C000567,Mississippi,Republican,
Church,Frank,C000388,Idaho,Democratic,
Chiles,Lawton,C000356,Florida,Democratic,
Chafee,John,C000269,Rhode Island,Republican,
Case,Clifford,C000220,New Jersey,Republican,
Cannon,Howard,C000120,Nevada,Democratic,
Byrd,Harry,B001209,Virginia,Independent,
Byrd,Robert,B001210,West Virginia,Democratic,
Burns,Conrad,B001126,Montana,Republican,
Burdick,Quentin,B001077,North Dakota,Democratic,
Burdick,Jocelyn,B001076,North Dakota,Democratic,
Bumpers,Dale,B001057,Arkansas,Democratic,
Bryan,Richard,B000993,Nevada,Democratic,
Brooke,Edward,B000871,Massachusetts,Republican,
Brock,Bill,B000851,Tennessee,Republican,
Brady,Nicholas,B000756,New Jersey,Republican,
Bradley,Bill,B001225,New Jersey,Democratic,
Boschwitz,Rudy,B000647,Minnesota,Republican,
Bingaman,Jeff,B000468,New Mexico,Democratic,
Biden,Joseph,B000444,Delaware,Democratic,
Bible,Alan,B000436,Nevada,Democratic,
Warner,John,W000154,Virginia,Republican,
Smith,Gordon,S001142,Oregon,Republican,
Lincoln,Blanche,L000035,Arkansas,Democratic,
Landrieu,Mary,L000550,Louisiana,Democratic,
Reichert,David,R000578,Washington,Republican,8
Drake,Thelma,D000605,Virginia,Republican,2
Marchant,Kenny,M001158,Texas,Republican,24
Conaway,K.,C001062,Texas,Republican,11
Poe,Ted,P000592,Texas,Republican,2
Fortuno,Luis,F000452,Puerto Rico,Republican,
Dent,Charles,D000604,Pennsylvania,Republican,15
Schwartz,Allyson,S001162,Pennsylvania,Democratic,13
Fitzpatrick,Michael,F000451,Pennsylvania,Republican,8
Boren,Dan,B001254,Oklahoma,Democratic,2
Kuhl,John,K000364,New York,Republican,29
Carnahan,Russ,C001060,Missouri,Democratic,3
Schwarz,John,S001161,Michigan,Republican,7
Boustany,Charles,B001255,Louisiana,Republican,3
Melancon,Charlie,M001161,Louisiana,Democratic,3
Davis,Geoff,D000603,Kentucky,Republican,4
Sodrel,Michael,S001160,Indiana,Republican,9
Bean,Melissa,B001253,Illinois,Democratic,8
Lipinski,Daniel,L000563,Illinois,Democratic,3
Barrow,John,B001252,Georgia,Democratic,12
Westmoreland,Lynn,W000796,Georgia,Republican,3
Price,Tom,P000591,Georgia,Republican,6
Mack,Connie,M001155,Florida,Republican,14
Salazar,John,S001158,Colorado,Democratic,3
Herseth Sandlin,Stephanie,H001037,South Dakota,Democratic,
Chandler,Ben,C001058,Kentucky,Democratic,6
Bishop,Rob,B001250,Utah,Republican,1
Bell,Chris,B001241,Texas,Democratic,25
Hensarling,Jeb,H001036,Texas,Republican,5
Davis,Lincoln,D000599,Tennessee,Democratic,4
Janklow,William,J000286,South Dakota,Republican,
Barrett,J.,B001239,South Carolina,Republican,3
Murphy,Tim,M001151,Pennsylvania,Republican,18
Gerlach,Jim,G000549,Pennsylvania,Republican,6
Bishop,Timothy,B001242,New York,Democratic,1
Porter,Jon,P000589,Nevada,Republican,3
Pearce,Stevan,P000588,New Mexico,Republican,2
Garrett,Scott,G000548,New Jersey,Republican,5
Bradley,Jeb,B001246,New Hampshire,Republican,1
Miller,Brad,M001154,North Carolina,Democratic,13
Ballance,Frank,B001238,North Carolina,Democratic,1
Kline,John,K000363,Minnesota,Republican,2
McCotter,Thaddeus,M001147,Michigan,Republican,11
Miller,Candice,M001150,Michigan,Republican,10
Michaud,Michael,M001149,Maine,Democratic,2
Alexander,Rodney,A000361,Louisiana,Republican,5
Chocola,Chris,C001052,Indiana,Republican,2
Emanuel,Rahm,E000287,Illinois,Democratic,5
King,Steve,K000362,Iowa,Republican,4
Bordallo,Madeleine,B001245,Guam,Democratic,
Burns,Max,B001249,Georgia,Republican,12
Gingrey,Phil,G000550,Georgia,Republican,11
Majette,Denise,M001145,Georgia,Democratic,4
Marshall,Jim,M001146,Georgia,Democratic,8
Feeney,Tom,F000447,Florida,Republican,24
Meek,Kendrick,M001148,Florida,Democratic,17
Harris,Katherine,H001035,Florida,Republican,13
Brown-Waite,Ginny,B001247,Florida,Republican,5
Beauprez,Bob,B001240,Colorado,Republican,7
Musgrave,Marilyn,M001152,Colorado,Republican,4
Cardoza,Dennis,C001050,California,Democratic,18
Franks,Trent,F000448,Arizona,Republican,8
Renzi,Rick,R000574,Arizona,Republican,1
Davis,Artur,D000602,Alabama,Democratic,7
Bonner,Jo,B001244,Alabama,Republican,1
Pryor,Mark,P000590,Arkansas,Democratic,
Neugebauer,Randy,N000182,Texas,Republican,19
Dole,Elizabeth,D000601,North Carolina,Republican,
Coleman,Norm,C001057,Minnesota,Republican,
Alexander,Lamar,A000360,Tennessee,Republican,
Barkley,Dean,B001237,Minnesota,Independent,
Sullivan,John,S001155,Oklahoma,Republican,1
Miller,Jeff,M001144,Florida,Republican,1
Forbes,J.,F000445,Virginia,Republican,4
Watson,Diane,W000794,California,Democratic,33
Shuster,Bill,S001154,Pennsylvania,Republican,9
Acevedo-Vila,Anibal,A000359,Puerto Rico,Democratic,
Cantor,Eric,C001046,Virginia,Republican,7
Schrock,Edward,S001151,Virginia,Republican,2
Davis,Jo,D000597,Virginia,Republican,1
Matheson,Jim,M001142,Utah,Democratic,4
Culberson,John,C001048,Texas,Republican,7
Brown,Henry,B001235,South Carolina,Republican,1
Platts,Todd,P000585,Pennsylvania,Republican,19
Hart,Melissa,H001033,Pennsylvania,Republican,4
Carson,Brad,C001044,Oklahoma,Democratic,2
Tiberi,Patrick,T000462,Ohio,Republican,12
Israel,Steve,I000057,New York,Democratic,3
Grucci,Felix,G000547,New York,Republican,1
Ferguson,Mike,F000443,New Jersey,Republican,7
Osborne,Tom,O000165,Nebraska,Republican,3
Akin,W.,A000358,Missouri,Republican,2
Clay,Wm.,C001049,Missouri,Democratic,1
Kennedy,Mark,K000358,Minnesota,Republican,6
Rogers,Mike,R000572,Michigan,Republican,8
Kerns,Brian,K000359,Indiana,Republican,7
Pence,Mike,P000587,Indiana,Republican,6
Johnson,Timothy,J000285,Illinois,Republican,15
Otter,C.,O000166,Idaho,Republican,1
Putnam,Adam,P000586,Florida,Republican,12
Keller,Ric,K000361,Florida,Republican,8
Crenshaw,Ander,C001045,Florida,Republican,4
Simmons,Rob,S001152,Connecticut,Republican,2
Davis,Susan,D000598,California,Democratic,53
Honda,Michael,H001034,California,Democratic,17
Flake,Jeff,F000444,Arizona,Republican,
Ross,Mike,R000573,Arkansas,Democratic,4
Corzine,Jon,C001042,New Jersey,Democratic,
Nelson,Ben,N000180,Nebraska,Democratic,
Dayton,Mark,D000596,Minnesota,Democratic,
Vento,Bruce,V000087,Minnesota,Democratic,4
Miller,Zell,M001141,Georgia,Democratic,
Bateman,Herbert,B000229,Virginia,Republican,1
Baca,Joe,B001234,California,Democratic,43
Chafee,Lincoln,C001040,Rhode Island,Republican,
Flanagan,Michael,F000187,Illinois,Republican,5
Flake,Floyd,F000184,New York,Democratic,6
Fithian,Floyd,F000161,Indiana,Democratic,2
Fisher,O.,F000152,Texas,Democratic,21
Fisher,Joesph,F000151,Virginia,Democratic,10
Fish,"Hamilton,",F000141,New York,Republican,19
Cramer,Robert,C000868,Alabama,Democratic,5
Craig,Larry,C000858,Idaho,Republican,
Coyne,William,C000846,Pennsylvania,Democratic,14
Coyne,James,C000845,Pennsylvania,Republican,8
Cox,John,C000836,Illinois,Democratic,16
Cox,Christopher,C000830,California,Republican,48
Courter,Jim,C000809,New Jersey,Republican,12
Coughlin,Lawrence,C000807,Pennsylvania,Republican,13
Cotter,William,C000799,Connecticut,Democratic,1
Costello,Jerry,C000794,Illinois,Democratic,12
Corrada,Baltasar,C000788,Puerto Rico,Independent,
Cornwell,David,C000787,Indiana,Democratic,8
Cornell,Robert,C000782,Wisconsin,Democratic,8
Corman,James,C000780,California,Democratic,21
Corcoran,Tom,C000773,Illinois,Republican,14
Coppersmith,Sam,C000767,Arizona,Democratic,1
Cooley,Wes,C000737,Oregon,Republican,2
Conyers,"John,",C000714,Michigan,Democratic,13
Conte,Silvio,C000709,Massachusetts,Republican,1
Conlan,John,C000682,Arizona,Republican,4
Condit,Gary,C000670,California,Democratic,18
Conable,Barber,C000666,New York,Republican,30
Combest,Larry,C000653,Texas,Republican,19
Colorado,Antonio,C000646,Puerto Rico,Democratic,
Collins,Mac,C000640,Georgia,Republican,8
Collins,James,C000638,Texas,Republican,3
Collins,Cardiss,C000634,Illinois,Democratic,7
Collins,Barbara-Rose,C000633,Michigan,Democratic,15
Collier,Harold,C000629,Illinois,Republican,6
Coleman,Ronald,C000621,Texas,Democratic,16
Coleman,E.,C000618,Missouri,Republican,6
Cohen,William,C000598,Maine,Republican,
Coelho,Anthony,C000581,California,Democratic,15
Coburn,Tom,C000560,Oklahoma,Republican,
Coble,Howard,C000556,North Carolina,Republican,6
Cobey,William,C000555,North Carolina,Republican,4
Coats,Daniel,C000542,Indiana,Republican,
Clinger,William,C000523,Pennsylvania,Republican,5
Cleveland,James,C000512,New Hampshire,Republican,2
Clement,Bob,C000503,Tennessee,Democratic,5
Clayton,Eva,C000494,North Carolina,Democratic,1
Clawson,Del,C000476,California,Republican,33
Clausen,Don,C000475,California,Republican,2
Clarke,James,C000462,North Carolina,Democratic,11
Clark,Frank,C000431,Pennsylvania,Democratic,25
Clancy,Donald,C000409,Ohio,Republican,2
Chrysler,Dick,C000385,Michigan,Republican,8
Christensen,Jon,C000377,Nebraska,Republican,2
Chisholm,Shirley,C000371,New York,Democratic,12
Chenoweth-Hage,Helen,C000345,Idaho,Republican,1
Chappie,Eugene,C000322,California,Republican,2
Chappell,"Bill,",C000321,Florida,Democratic,4
Chapman,Jim,C000312,Texas,Democratic,1
Chandler,Rod,C000293,Washington,Republican,8
Chambliss,Saxby,C000286,Georgia,Republican,
Chamberlain,Charles,C000275,Michigan,Republican,6
Cederberg,Elford,C000263,Michigan,Republican,10
Cavanaugh,John,C000261,Nebraska,Democratic,2
Casey,Bob,C000228,Texas,Democratic,22
Carter,Tim,C000201,Kentucky,Republican,5
Carney,William,C000165,New York,Republican,1
Carney,Charles,C000164,Ohio,Democratic,19
Carman,Gregory,C000158,New York,Republican,3
Carey,Hugh,C000143,New York,Democratic,15
Caputo,Bruce,C000137,New York,Republican,23
Canady,Charles,C000107,Florida,Republican,12
Campbell,Tom,C000100,California,Republican,15
Campbell,Carroll,C000079,South Carolina,Republican,4
Camp,John,C000073,Oklahoma,Republican,6
Camp,Dave,C000071,Michigan,Republican,4
Callahan,Sonny,C000052,Alabama,Republican,1
Byron,Goodloe,B001221,Maryland,Democratic,6
Byrne,Leslie,B001213,Virginia,Democratic,11
Buyer,Steve,B001203,Indiana,Republican,4
Butler,M.,B001182,Virginia,Republican,6
Bustamante,Albert,B001172,Texas,Democratic,23
Burton,Sala,B001158,California,Democratic,5
Burton,Phillip,B001156,California,Democratic,5
Burton,Dan,B001149,Indiana,Republican,5
Burlison,Bill,B001113,Missouri,Democratic,10
Burleson,Omar,B001111,Texas,Democratic,17
Burke,Yvonne,B001102,California,Democratic,28
Burke,James,B001092,Massachusetts,Democratic,11
Burke,J.,B001091,Florida,Republican,12
Burgener,Clair,B001080,California,Republican,43
Bunning,Jim,B001066,Kentucky,Republican,
Bunn,Jim,B001063,Oregon,Republican,5
Buechner,Jack,B001036,Missouri,Republican,2
Buchanan,John,B001008,Alabama,Republican,6
Bryant,John,B000997,Texas,Democratic,5
Bryant,Ed,B000996,Tennessee,Republican,7
Broyhill,Joel,B000967,Virginia,Republican,10
Brownback,Sam,B000953,Kansas,Republican,
Brown,Hank,B000919,Colorado,Republican,
Brown,George,B000918,California,Democratic,42
Brown,Garry,B000917,Michigan,Republican,3
Brown,Corrine,B000911,Florida,Democratic,5
Brown,"Clarence,",B000910,Ohio,Republican,7
Browder,Glen,B000897,Alabama,Democratic,3
Brotzman,Donald,B000893,Colorado,Republican,2
Broomfield,William,B000890,Michigan,Republican,18
Brooks,Jack,B000880,Texas,Democratic,9
Brodhead,William,B000862,Michigan,Democratic,17
Britt,Robin,B000845,North Carolina,Democratic,6
Bentsen,Ken,B000400,Texas,Democratic,25
Bentley,Helen,B000392,Maryland,Republican,2
Bennett,Charles,B000371,Florida,Democratic,3
Benjamin,"Adam,",B000363,Indiana,Democratic,1
Benitez,Jamie,B000362,Puerto Rico,Democratic,
Benedict,Cleve,B000358,West Virginia,Republican,2
Bell,Alphonzo,B000330,California,Republican,27
Beilenson,Anthony,B000318,California,Democratic,24
Bedell,Berkley,B000298,Iowa,Democratic,6
Becerra,Xavier,B000287,California,Democratic,34
Beard,Robin,B000280,Tennessee,Republican,6
Beard,Edward,B000279,Rhode Island,Democratic,2
Bauman,Robert,B000244,Maryland,Republican,1
Baucus,Max,B000243,Montana,Democratic,
Bates,Jim,B000236,California,Democratic,44
Bass,Charles,B000220,New Hampshire,Republican,2
Barton,Joe,B000213,Texas,Republican,6
Bartlett,Steve,B000204,Texas,Republican,3
Bartlett,Roscoe,B000208,Maryland,Republican,6
Barrett,William,B000178,Pennsylvania,Democratic,1
Barrett,Thomas,B000177,Wisconsin,Democratic,5
Barrett,Bill,B000179,Nebraska,Republican,3
Barr,Bob,B000169,Georgia,Republican,7
Barnes,Michael,B000160,Maryland,Democratic,8
Barnard,"Doug,",B000153,Georgia,Democratic,10
Barlow,Tom,B000151,Kentucky,Democratic,1
Barcia,James,B000134,Michigan,Democratic,5
Barca,Peter,B001226,Wisconsin,Democratic,1
Ballenger,Cass,B000104,North Carolina,Republican,10
Baldus,Alvin,B000083,Wisconsin,Democratic,3
Baldacci,John,B000081,Maine,Democratic,2
Baker,Richard,B000072,Louisiana,Republican,6
Baker,LaMar,B000069,Tennessee,Republican,3
Baker,Bill,B000078,California,Republican,10
Bailey,Wendell,B000047,Missouri,Republican,8
Bailey,Donald,B000037,Pennsylvania,Democratic,21
Baesler,Scotty,B000028,Kentucky,Democratic,6
Badillo,Herman,B000025,New York,Democratic,21
Badham,Robert,B000024,California,Republican,40
Bachus,Spencer,B000013,Alabama,Republican,6
Bacchus,Jim,B000008,Florida,Democratic,15
AuCoin,Les,A000337,Oregon,Democratic,1
Atkinson,Eugene,A000329,Pennsylvania,Democratic,25
Atkins,Chester,A000226,Massachusetts,Democratic,5
Aspin,Les,A000224,Wisconsin,Democratic,1
Ashley,Thomas,A000222,Ohio,Democratic,9
Ashbrook,John,A000221,Ohio,Republican,17
Ashbrook,Jean,A000220,Ohio,Republican,17
Armstrong,William,A000219,Colorado,Republican,
Armey,Richard,A000217,Texas,Republican,26
Arends,Leslie,A000216,Illinois,Republican,15
Archer,Bill,A000215,Texas,Republican,7
Applegate,Douglas,A000214,Ohio,Democratic,18
Annunzio,Frank,A000212,Illinois,Democratic,11
Andrews,Thomas,A000211,Maine,Democratic,1
Andrews,Robert,A000210,New Jersey,Democratic,1
Andrews,Michael,A000209,Texas,Democratic,25
Andrews,Mark,A000208,North Dakota,Republican,
Andrews,Ike,A000207,North Carolina,Democratic,4
Anderson,John,A000195,Illinois,Republican,16
Anderson,Glenn,A000189,California,Democratic,32
Ammerman,Joseph,A000177,Pennsylvania,Democratic,23
Ambro,Jerome,A000170,New York,Democratic,3
Allen,George,A000121,Virginia,Republican,
Allen,Clifford,A000118,Tennessee,Democratic,5
Allard,Wayne,A000109,Colorado,Republican,
Alexander,Bill,A000103,Arkansas,Democratic,1
Albosta,Donald,A000076,Michigan,Democratic,10
Albert,Carl,A000073,Oklahoma,Democratic,3
Akaka,Daniel,A000069,Hawaii,Democratic,
Addabbo,Joseph,A000052,New York,Democratic,6
Adams,Brock,A000031,Washington,Democratic,
Ackerman,Gary,A000022,New York,Democratic,5
Abzug,Bella,A000018,New York,Democratic,20
Abercrombie,Neil,A000014,Hawaii,Democratic,1
